question id,domain,question,prompt_type,response,sources
57,Tech,How many bits are in an IPv6 address?,icl,"128 bits. An IPv6 address consists of eight groups of 16 bits (hextets), typically written in hexadecimal separated by colons. ([rfc-editor.org](https://www.rfc-editor.org/rfc/rfc8200?utm_source=openai))

Sources:
https://www.rfc-editor.org/rfc/rfc8200
https://en.wikipedia.org/wiki/IPv6_address",https://www.rfc-editor.org/rfc/rfc8200?utm_source=openai; https://www.rfc-editor.org/rfc/rfc8200; https://en.wikipedia.org/wiki/IPv6_address
58,Tech,What is the difference between PUT and PATCH semantics in HTTP?,direct,"- PUT: Replace the entire state of the target resource with the request body. If no current representation exists, a successful PUT can create it (201 Created); otherwise, updates typically return 200/204. PUT’s intent is idempotent: repeating the same request has the same effect. ([httpwg.org](https://httpwg.org/specs/rfc9110.html))
- PATCH: Apply partial modifications using a “patch document” whose media type defines the change semantics. PATCH is not inherently idempotent (though it can be, depending on the patch format and use of conditional requests like If-Match). Some servers may create a resource if the patch can be applied to a null resource. ([rfc-editor.org](https://www.rfc-editor.org/rfc/rfc5789))

Rule of thumb: use PUT for full replacement; use PATCH for partial updates. ([httpwg.org](https://httpwg.org/specs/rfc9110.html))

Sources:
https://httpwg.org/specs/rfc9110.html
https://www.rfc-editor.org/rfc/rfc5789",https://httpwg.org/specs/rfc9110.html; https://www.rfc-editor.org/rfc/rfc5789
58,Tech,What is the difference between PUT and PATCH semantics in HTTP?,precise,"- PUT: Replaces the entire state of the target resource with the request body. It is idempotent (repeating the same PUT yields the same state) and may create the resource at the target URI if it doesn’t exist. Clients typically send a complete representation to avoid unintentionally dropping fields. ([httpwg.org](https://httpwg.org/specs/rfc9110.html?utm_source=openai))

- PATCH: Applies partial modifications described by a patch document (media-type–defined instructions). PATCH is not inherently idempotent (though it can be designed to be) and is neither safe nor cacheable by default; servers can advertise supported patch formats (e.g., via Accept-Patch). Using conditional requests (e.g., If-Match with ETags) is recommended to avoid concurrent update collisions. ([httpwg.org](https://httpwg.org/specs/rfc5789.html?utm_source=openai))

Sources:
https://httpwg.org/specs/rfc9110.html
https://www.rfc-editor.org/rfc/rfc5789",https://httpwg.org/specs/rfc9110.html?utm_source=openai; https://httpwg.org/specs/rfc5789.html?utm_source=openai; https://httpwg.org/specs/rfc9110.html; https://www.rfc-editor.org/rfc/rfc5789
58,Tech,What is the difference between PUT and PATCH semantics in HTTP?,verification,"- PUT: Replaces all current representations of the target resource with the request content; intended to be idempotent; may create the resource if none exists. ([datatracker.ietf.org](https://datatracker.ietf.org/doc/html/rfc9110?utm_source=openai))
- PATCH: Applies partial modifications via a patch document (media-type defined); not safe and not inherently idempotent, though it can be used idempotently. ([httpwg.org](https://httpwg.org/specs/rfc5789.html?utm_source=openai))

These are the IETF HTTP specifications that define the official semantics of PUT (RFC 9110) and PATCH (RFC 5789), making them the authoritative sources. ([datatracker.ietf.org](https://datatracker.ietf.org/doc/html/rfc9110?utm_source=openai))

Sources:
https://www.rfc-editor.org/rfc/rfc9110
https://www.rfc-editor.org/rfc/rfc5789",https://datatracker.ietf.org/doc/html/rfc9110?utm_source=openai; https://httpwg.org/specs/rfc5789.html?utm_source=openai; https://www.rfc-editor.org/rfc/rfc9110; https://www.rfc-editor.org/rfc/rfc5789
58,Tech,What is the difference between PUT and PATCH semantics in HTTP?,icl,"PUT replaces the entire state of the target resource with the representation you send; if none exists, a successful PUT creates it (201). PUT is idempotent—repeating the same request has the same effect. ([datatracker.ietf.org](https://datatracker.ietf.org/doc/html/rfc9110?utm_source=openai))

PATCH applies partial modifications; the payload is a patch document, and servers can advertise supported patch formats via the Accept-Patch header. PATCH is not inherently idempotent (it depends on the patch). Common patch formats include JSON Patch (application/json-patch+json) and JSON Merge Patch (application/merge-patch+json). In some cases, PATCH may create a resource (e.g., modifying a “null” resource), depending on patch type and server policy. ([rfc-editor.org](https://www.rfc-editor.org/rfc/rfc5789?utm_source=openai))

Rule of thumb: PUT = full replacement; PATCH = partial update.

Sources:
https://www.rfc-editor.org/rfc/rfc9110
https://www.rfc-editor.org/rfc/rfc5789
https://httpwg.org/specs/rfc5789.html
https://www.rfc-editor.org/rfc/rfc6902
https://www.rfc-editor.org/rfc/rfc7396",https://datatracker.ietf.org/doc/html/rfc9110?utm_source=openai; https://www.rfc-editor.org/rfc/rfc5789?utm_source=openai; https://www.rfc-editor.org/rfc/rfc9110; https://www.rfc-editor.org/rfc/rfc5789; https://httpwg.org/specs/rfc5789.html; https://www.rfc-editor.org/rfc/rfc6902; https://www.rfc-editor.org/rfc/rfc7396
59,Tech,Which HTTP status code indicates Permanent Redirect?,direct,"308 — Permanent Redirect. It indicates the resource has a new permanent URI, and clients should not change the request method when following the redirect. ([rfc-editor.org](https://www.rfc-editor.org/rfc/rfc7538.html?utm_source=openai))

Sources:
https://www.rfc-editor.org/rfc/rfc7538.html
https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308",https://www.rfc-editor.org/rfc/rfc7538.html?utm_source=openai; https://www.rfc-editor.org/rfc/rfc7538.html; https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308
59,Tech,Which HTTP status code indicates Permanent Redirect?,precise,"308 — Permanent Redirect. It indicates the resource has a new permanent URI; clients should use the Location header’s URI for future requests, and the request method is preserved (unlike many 301 cases). ([rfc-editor.org](https://www.rfc-editor.org/rfc/rfc9110?utm_source=openai))

Sources:
https://www.rfc-editor.org/rfc/rfc9110
https://www.rfc-editor.org/rfc/rfc7538.html",https://www.rfc-editor.org/rfc/rfc9110?utm_source=openai; https://www.rfc-editor.org/rfc/rfc9110; https://www.rfc-editor.org/rfc/rfc7538.html
59,Tech,Which HTTP status code indicates Permanent Redirect?,verification,"308 (Permanent Redirect). ([developer.mozilla.org](https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308?utm_source=openai))

Justification: RFC 7538 is the IETF specification that defines HTTP 308, and MDN is a widely used, up-to-date developer reference confirming the code’s meaning and usage. ([rfc-editor.org](https://www.rfc-editor.org/rfc/rfc7538.html?utm_source=openai))

Sources:
https://www.rfc-editor.org/rfc/rfc7538.html
https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308",https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308?utm_source=openai; https://www.rfc-editor.org/rfc/rfc7538.html?utm_source=openai; https://www.rfc-editor.org/rfc/rfc7538.html; https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308
59,Tech,Which HTTP status code indicates Permanent Redirect?,icl,"308 (Permanent Redirect). It indicates the resource has a new permanent URI and, unlike 301 (Moved Permanently), it preserves the HTTP method and body during redirection. ([developer.mozilla.org](https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308?utm_source=openai))

Sources:
https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308
https://www.rfc-editor.org/rfc/rfc7538.html
https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/301",https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308?utm_source=openai; https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/308; https://www.rfc-editor.org/rfc/rfc7538.html; https://developer.mozilla.org/en-US/docs/Web/HTTP/Reference/Status/301
60,Sports,Was the 2025 Tour de France route altered due to extreme heat warnings?,direct,"No. Despite heat warnings in late June–July 2025, there were no Tour de France route changes attributed to heat. ([lemonde.fr](https://www.lemonde.fr/planete/article/2025/06/27/jusqu-a-40-c-attendus-un-dome-de-chaleur-s-installe-pour-plusieurs-jours-sur-la-france_6616175_3244.html?utm_source=openai)) The only significant alteration was Stage 19 (Albertville–La Plagne), shortened from 129.9 km to 95 km and delayed an hour due to a cattle lumpy skin disease outbreak near Col des Saisies. ([reuters.com](https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/?utm_source=openai)) Teams used heat‑mitigation measures, but coverage and official communications did not report rerouting for heat. ([cyclingweekly.com](https://www.cyclingweekly.com/news/how-do-tour-de-france-riders-adapt-to-the-heat?utm_source=openai)) The final stage was neutralized because of slippery cobbles, not temperature. ([reuters.com](https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/?utm_source=openai))

Sources:
https://www.lemonde.fr/planete/article/2025/06/27/jusqu-a-40-c-attendus-un-dome-de-chaleur-s-installe-pour-plusieurs-jours-sur-la-france_6616175_3244.html
https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/
https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722
https://www.cyclingweekly.com/news/how-do-tour-de-france-riders-adapt-to-the-heat
https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/",https://www.lemonde.fr/planete/article/2025/06/27/jusqu-a-40-c-attendus-un-dome-de-chaleur-s-installe-pour-plusieurs-jours-sur-la-france_6616175_3244.html?utm_source=openai; https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/?utm_source=openai; https://www.cyclingweekly.com/news/how-do-tour-de-france-riders-adapt-to-the-heat?utm_source=openai; https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/?utm_source=openai; https://www.lemonde.fr/planete/article/2025/06/27/jusqu-a-40-c-attendus-un-dome-de-chaleur-s-installe-pour-plusieurs-jours-sur-la-france_6616175_3244.html; https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/; https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722; https://www.cyclingweekly.com/news/how-do-tour-de-france-riders-adapt-to-the-heat; https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/
60,Sports,Was the 2025 Tour de France route altered due to extreme heat warnings?,precise,"No. The only significant 2025 Tour de France route change was Stage 19 (Albertville–La Plagne), which was shortened and rerouted due to a local cattle disease outbreak near the Col des Saisies—not because of extreme heat warnings. ([reuters.com](https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/?utm_source=openai)) The final stage’s times were also neutralized for slippery road conditions in Paris, again unrelated to heat. ([reuters.com](https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/?utm_source=openai))

Sources:
https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722
https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/
https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/",https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/?utm_source=openai; https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/?utm_source=openai; https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722; https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/; https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/
60,Sports,Was the 2025 Tour de France route altered due to extreme heat warnings?,verification,"No. In 2025 the Tour de France route was altered for Stage 19 because of a cattle disease outbreak near the Col des Saisies, and the final stage was neutralised due to slippery roads—none of the official changes were attributed to extreme heat warnings.

These sources include ASO’s official notice and independent Reuters reports documenting the specific reasons for the alterations, with no mention of heat-driven route changes.

Sources:
https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722
https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/
https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/",https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722; https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/; https://www.reuters.com/sports/tour-de-france-final-stage-neutralised-after-slippery-road-conditions-2025-07-27/
60,Sports,Was the 2025 Tour de France route altered due to extreme heat warnings?,icl,"No. The 2025 Tour de France did not alter its route due to extreme heat warnings. France did face a late‑June heatwave, but organizers kept stages intact. The only mid-race route change was on July 24–25, when Stage 19 (Albertville–La Plagne) was shortened and rerouted to 95 km to avoid a cattle disease outbreak near the Col des Saisies; the start was delayed by one hour. No official heat-driven route modifications were announced. 

Sources:
https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/
https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722
https://www.cyclingweekly.com/news/two-fewer-climbs-tour-de-france-stage-19-rerouted-and-delayed-due-to-cattle-disease-outbreak-on-col-des-saisies
https://www.lemonde.fr/en/environment/article/2025/06/28/a-heat-dome-will-settle-over-france-for-several-days-with-temperatures-reaching-up-to-40-c_6742796_114.html",https://www.reuters.com/business/healthcare-pharmaceuticals/tour-de-france-shortens-stage-19-after-cattle-disease-outbreak-forces-route-2025-07-24/; https://www.letour.fr/en/news/2025/change-to-stage-19-albertville-la-plagne/1331722; https://www.cyclingweekly.com/news/two-fewer-climbs-tour-de-france-stage-19-rerouted-and-delayed-due-to-cattle-disease-outbreak-on-col-des-saisies; https://www.lemonde.fr/en/environment/article/2025/06/28/a-heat-dome-will-settle-over-france-for-several-days-with-temperatures-reaching-up-to-40-c_6742796_114.html
61,Sports,Has FIFA approved any experimental rule changes regarding extra time substitutions as of 2025?,direct,"No. As of November 2, 2025, extra‑time substitution rules are not in an experimental phase. IFAB (football’s law‑maker, of which FIFA is a member) ran a 2016 trial allowing a fourth substitute in extra time, including at Rio 2016. ([inside.fifa.com](https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467?utm_source=openai)) The concept was then incorporated into Law 3 so competitions may permit one additional substitute in extra time. ([thefa.com](https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players?utm_source=openai)) Separately, permanent concussion substitutions were approved in 2024 as an optional competition protocol; this is not specific to extra time. ([theifab.com](https://www.theifab.com/laws/latest/additional-permanent-concussion-substitutions-protocol/?utm_source=openai))

Sources:
https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467
https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players
https://www.theifab.com/news/five-substitutes-option-temporarily-allowed-for-competition-organisers/
https://www.theifab.com/laws/latest/additional-permanent-concussion-substitutions-protocol/",https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467?utm_source=openai; https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players?utm_source=openai; https://www.theifab.com/laws/latest/additional-permanent-concussion-substitutions-protocol/?utm_source=openai; https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467; https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players; https://www.theifab.com/news/five-substitutes-option-temporarily-allowed-for-competition-organisers/; https://www.theifab.com/laws/latest/additional-permanent-concussion-substitutions-protocol/
61,Sports,Has FIFA approved any experimental rule changes regarding extra time substitutions as of 2025?,precise,"Short answer: No.

As of November 2, 2025, there are no new FIFA-approved experimental changes for extra‑time substitutions. Law experiments are approved by IFAB (not FIFA). The extra‑time “additional substitute” was an IFAB/FIFA trial in 2016, but it was later incorporated into the Laws of the Game and is no longer experimental. Current Law 3 states that, where competition rules permit, teams may use one additional substitute in extra time, with associated substitution opportunities. ([inside.fifa.com](https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467?utm_source=openai))

Sources:
https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467
https://www.theifab.com/laws/latest/the-players/",https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467?utm_source=openai; https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467; https://www.theifab.com/laws/latest/the-players/
61,Sports,Has FIFA approved any experimental rule changes regarding extra time substitutions as of 2025?,verification,"No. As of November 2, 2025, there are no new FIFA‑approved experimental changes to extra‑time substitutions. ([tickets.fifa.com](https://tickets.fifa.com/media-releases/ifab-tackles-goalkeeper-time-wasting?utm_source=openai)) The “fourth sub in extra time” began as an IFAB trial in 2016, was written into the Laws in 2018 and adopted by FIFA for the 2018 World Cup; today Law 3 simply lets competitions permit one extra‑time substitute with unused opportunities carrying over. ([inside.fifa.com](https://inside.fifa.com/en/refereeing/media-releases/ifab-agrees-to-introduce-experiments-with-video-assistant-referees-2768643?utm_source=openai)) Five‑sub limits are now permanent, and 2025 law changes focused on other issues (e.g., goalkeeper time‑wasting), not extra‑time subs. ([theifab.com](https://www.theifab.com/news/the-ifab-permanently-approves-five-substitute-option-in-top-level-competitions/?utm_source=openai))

Why these sources: They cover the original trial (2016), FIFA’s 2018 adoption, current Law 3 text, and the 2025 law changes—together showing no new extra‑time substitution experiments.

Sources:
https://inside.fifa.com/organisation/media-releases/fifa-council-decides-on-key-steps-for-the-future-of-international-competitions
https://inside.fifa.com/en/refereeing/media-releases/ifab-agrees-to-introduce-experiments-with-video-assistant-referees-2768643
https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players
https://www.theifab.com/news/the-ifab-permanently-approves-five-substitute-option-in-top-level-competitions/
https://tickets.fifa.com/media-releases/ifab-tackles-goalkeeper-time-wasting",https://tickets.fifa.com/media-releases/ifab-tackles-goalkeeper-time-wasting?utm_source=openai; https://inside.fifa.com/en/refereeing/media-releases/ifab-agrees-to-introduce-experiments-with-video-assistant-referees-2768643?utm_source=openai; https://www.theifab.com/news/the-ifab-permanently-approves-five-substitute-option-in-top-level-competitions/?utm_source=openai; https://inside.fifa.com/organisation/media-releases/fifa-council-decides-on-key-steps-for-the-future-of-international-competitions; https://inside.fifa.com/en/refereeing/media-releases/ifab-agrees-to-introduce-experiments-with-video-assistant-referees-2768643; https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players; https://www.theifab.com/news/the-ifab-permanently-approves-five-substitute-option-in-top-level-competitions/; https://tickets.fifa.com/media-releases/ifab-tackles-goalkeeper-time-wasting
61,Sports,Has FIFA approved any experimental rule changes regarding extra time substitutions as of 2025?,icl,"Short answer: No. As of 2025, there is no new FIFA/IFAB experimental rule about extra‑time substitutions. IFAB trialed a fourth substitute in extra time in 2016 and, after the trial, made it an optional competition rule. Law 3 now allows competition organizers to permit one additional substitute in extra time; many competitions apply this, but it’s not an ongoing experiment. Recent IFAB changes (2024–2025) addressed concussion substitutes, captain-only interactions, and goalkeeper time‑wasting—not extra‑time substitution experiments.

Sources:
https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467
https://www.theifab.com/news/historic-step-for-greater-fairness-in-football/
https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players
https://www.uefa.com/news-media/news/0247-0e98e6acddd4-6d5f87ed6e8f-1000--amendments-to-football-s-laws-of-the-game-in-various-uefa-co/
https://tickets.fifa.com/media-releases/ifab-tackles-goalkeeper-time-wasting",https://inside.fifa.com/tournaments/mens/mensolympic/rio2016/news/history-set-to-be-made-at-rio-2016-2821467; https://www.theifab.com/news/historic-step-for-greater-fairness-in-football/; https://www.thefa.com/football-rules-governance/lawsandrules/laws/football-11-11/law-3---the-players; https://www.uefa.com/news-media/news/0247-0e98e6acddd4-6d5f87ed6e8f-1000--amendments-to-football-s-laws-of-the-game-in-various-uefa-co/; https://tickets.fifa.com/media-releases/ifab-tackles-goalkeeper-time-wasting
62,Sports,Has any female athlete in the 2025 World Athletics Championships set a new javelin throw world record?,direct,"No. In Tokyo on 20 September 2025, Juleisy Angulo won the women’s javelin with 65.12 m (Ecuador national record), well below the women’s world record of 72.28 m set by Barbora Špotáková in 2008. ([worldathletics.org](https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result?utm_source=openai))

Sources:
https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result
https://worldathletics.org/disciplines/throws/javelin-throw",https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result?utm_source=openai; https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result; https://worldathletics.org/disciplines/throws/javelin-throw
62,Sports,Has any female athlete in the 2025 World Athletics Championships set a new javelin throw world record?,precise,"No. In Tokyo (Sept 20, 2025), Juleisy Angulo won the women’s javelin with 65.12 m, an Ecuador national record—not a world record. ([worldathletics.org](https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result?utm_source=openai))
The women’s javelin world record remains 72.28 m by Barbora Špotáková (set in 2008). ([worldathletics.org](https://worldathletics.org/disciplines/throws/javelin-throw?utm_source=openai))

Sources:
https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result
https://www.reuters.com/sports/ecuadors-angulo-strikes-gold-womens-javelin-2025-09-20/
https://worldathletics.org/disciplines/throws/javelin-throw",https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result?utm_source=openai; https://worldathletics.org/disciplines/throws/javelin-throw?utm_source=openai; https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result; https://www.reuters.com/sports/ecuadors-angulo-strikes-gold-womens-javelin-2025-09-20/; https://worldathletics.org/disciplines/throws/javelin-throw
62,Sports,Has any female athlete in the 2025 World Athletics Championships set a new javelin throw world record?,verification,"No. At the Tokyo 2025 World Athletics Championships on September 20, 2025, Juleisy Angulo won the women’s javelin with 65.12 m, well short of the 72.28 m world record set by Barbora Špotáková in 2008.

These sources include World Athletics’ official championship report for the event and World Athletics pages confirming the standing world record, with Reuters independently corroborating the winning mark.

Sources:
https://worldathletics.org/competitions/world-athletics-championships/tokyo25/news/report/world-championships-tokyo-25-report-womens-javelin
https://worldathletics.org/athletes/czechia/barbora-spotakova-14262671
https://www.reuters.com/sports/ecuadors-angulo-strikes-gold-womens-javelin-2025-09-20/",https://worldathletics.org/competitions/world-athletics-championships/tokyo25/news/report/world-championships-tokyo-25-report-womens-javelin; https://worldathletics.org/athletes/czechia/barbora-spotakova-14262671; https://www.reuters.com/sports/ecuadors-angulo-strikes-gold-womens-javelin-2025-09-20/
62,Sports,Has any female athlete in the 2025 World Athletics Championships set a new javelin throw world record?,icl,"No. In Tokyo on September 20, 2025, Juleisy Angulo won the women’s javelin with 65.12 m (Ecuador national record), well short of the 72.28 m world record by Barbora Špotáková from 2008, which still stands. ([worldathletics.org](https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result?utm_source=openai))

Sources:
https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result
https://worldathletics.org/competitions/world-athletics-championships/world-athletics-championships-tokyo-2025-7190593/news/report/world-championships-tokyo-25-report-womens-javelin
https://worldathletics.org/disciplines/throwing/javelin-throw
https://www.reuters.com/sports/ecuadors-angulo-strikes-gold-womens-javelin-2025-09-20/",https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result?utm_source=openai; https://worldathletics.org/competitions/world-athletics-championships/tokyo25/results/women/javelin-throw/final/result; https://worldathletics.org/competitions/world-athletics-championships/world-athletics-championships-tokyo-2025-7190593/news/report/world-championships-tokyo-25-report-womens-javelin; https://worldathletics.org/disciplines/throwing/javelin-throw; https://www.reuters.com/sports/ecuadors-angulo-strikes-gold-womens-javelin-2025-09-20/
63,Sports,Was there any controversy around VAR decisions in the 2024 UEFA Champions League final?,direct,"Not really. There was no major VAR controversy in the 2024 Champions League final. The only notable check was Niclas Füllkrug’s late header for Dortmund, which was ruled offside after review—a routine call that drew little dispute. ([theanalyst.com](https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live?utm_source=openai)) Otherwise, discussion focused on Dortmund’s missed chances and the early pitch invasions, not VAR. ([theguardian.com](https://www.theguardian.com/football/article/2024/jun/01/champions-league-final-disrupted-by-pitch-invaders-in-major-security-failure?utm_source=openai))

Sources:
https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live
https://www.indiatoday.in/sports/football/story/uefa-champions-league-final-real-madrid-vs-borussia-dortmund-dani-carvajal-vinicius-jr-wembley-2546935-2024-06-02
https://www.theguardian.com/football/article/2024/jun/01/champions-league-final-disrupted-by-pitch-invaders-in-major-security-failure",https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live?utm_source=openai; https://www.theguardian.com/football/article/2024/jun/01/champions-league-final-disrupted-by-pitch-invaders-in-major-security-failure?utm_source=openai; https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live; https://www.indiatoday.in/sports/football/story/uefa-champions-league-final-real-madrid-vs-borussia-dortmund-dani-carvajal-vinicius-jr-wembley-2546935-2024-06-02; https://www.theguardian.com/football/article/2024/jun/01/champions-league-final-disrupted-by-pitch-invaders-in-major-security-failure
63,Sports,Was there any controversy around VAR decisions in the 2024 UEFA Champions League final?,precise,"Mostly no. In the June 1, 2024 final at Wembley, the only notable VAR involvement was disallowing Niclas Füllkrug’s late header for offside; replays showed him beyond the last defender and the call attracted little dispute. Otherwise, there were no widely contested VAR decisions in Madrid’s 2–0 win. ([theanalyst.com](https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live?utm_source=openai))

Sources:
https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live
https://www.reuters.com/sports/soccer/real-madrid-strike-late-win-15th-european-cup-2024-06-01/",https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live?utm_source=openai; https://theanalyst.com/na/2024/06/borussia-dortmund-vs-real-madrid-stats-champions-league-final-live; https://www.reuters.com/sports/soccer/real-madrid-strike-late-win-15th-european-cup-2024-06-01/
